알콜도수,당도,산도_ph,종류
9.9,1.8,3.5,레드와인
9.8,1.8,3.59,레드와인
9.8,1.6,3.58,레드와인
9.5,1.9,3.28,레드와인
9.5,1.9,3.28,레드와인
9.7,2.5,3.22,레드와인
10.9,1.5,3.47,레드와인
10.9,1.5,3.47,레드와인
11.7,2.5,3.51,레드와인
10.9,1.5,3.47,레드와인
11.3,2.5,3.4,레드와인
10.6,1.7,3.15,레드와인
11.2,1.8,3.4,레드와인
9.5,2.7,3.51,레드와인
11.5,2,3.66,레드와인
10.4,2.7,3.24,레드와인
9.7,2.5,3.51,레드와인
9.5,2.7,3.51,레드와인
9.7,2.6,3.51,레드와인
11.3,2.3,3.41,레드와인
11.2,2,3.4,레드와인
11.2,1.8,3.4,레드와인
10.9,2,3.44,레드와인
11.8,2.1,3.41,레드와인
10.6,1.5,3.53,레드와인
10,2,3.43,레드와인
11.1,1.6,3.23,레드와인
11.8,2.1,3.12,레드와인
11.8,2.8,3.31,레드와인
10.9,2.2,3.4,레드와인
11.8,2.1,3.41,레드와인
10,4,3.22,레드와인
9.5,2.5,3.53,레드와인
9.9,1.6,3.15,레드와인
11.4,2.1,3.48,레드와인
12,3.1,3.22,레드와인
9.5,2.5,3.53,레드와인
10,4,3.22,레드와인
10.5,2.5,3.34,레드와인
10.4,2.4,3.33,레드와인
12.1,2.6,3.15,레드와인
11.2,2.5,3.43,레드와인
9.3,6.6,3.22,레드와인
10.1,2,3.44,레드와인
9.7,2.3,3.53,레드와인
9.3,1.9,3.22,레드와인
9.7,2.3,3.53,레드와인
9.8,2.2,3.53,레드와인
10.7,2.3,3.42,레드와인
12.5,2.4,3.31,레드와인
10.7,2.3,3.42,레드와인
12.5,2.4,3.31,레드와인
11,3.4,3.48,레드와인
11.8,2.6,3.4,레드와인
10.8,2.4,3.58,레드와인
10.8,2.4,3.58,레드와인
10.8,6,3.41,레드와인
10.8,6,3.41,레드와인
9.5,3,3.23,레드와인
11,2.6,3.39,레드와인
11.5,2.2,3.59,레드와인
10.8,2.4,3.43,레드와인
11.5,1.2,3.29,레드와인
13.2,3.8,3.23,레드와인
10.9,9,3.18,레드와인
12.2,2.9,3.33,레드와인
12.2,4.6,3.27,레드와인
11.5,1.2,3.29,레드와인
11.9,2.2,3.27,레드와인
11,1.5,3.62,레드와인
10.1,8.8,3.38,레드와인
11,2.2,3.3,레드와인
11.8,1.8,3.38,레드와인
10.5,2.3,3.24,레드와인
11,2.2,3.3,레드와인
11.8,1.8,3.38,레드와인
10.1,8.8,3.38,레드와인
11.2,2.3,3.18,레드와인
11,1.9,3.47,레드와인
10.2,2.3,3.47,레드와인
9.2,2.2,3.2,레드와인
11.2,2.3,3.18,레드와인
12,3.3,3.3,레드와인
10.5,1.9,3.69,레드와인
9.8,2,3.48,레드와인
9.5,1.9,3.45,레드와인
9.8,2,3.48,레드와인
10.5,1.9,3.69,레드와인
11.8,2.3,3.39,레드와인
11.8,2.3,3.39,레드와인
10.4,1.4,3.07,레드와인
12.9,2.8,3.34,레드와인
11.4,1.6,3.61,레드와인
12.4,2.2,3.36,레드와인
12.5,5,3.19,레드와인
10,2.6,3.22,레드와인
9.7,2.3,3.24,레드와인
12.1,3.8,3.27,레드와인
11.1,2,3.14,레드와인
12,4.1,3.29,레드와인
12.4,2.1,3.26,레드와인
11.9,1.8,3.41,레드와인
11.9,1.8,3.41,레드와인
11.9,1.8,3.41,레드와인
12.4,2.1,3.26,레드와인
11.2,2.2,3.31,레드와인
12.1,2.1,3.2,레드와인
12.2,2.7,3.44,레드와인
10.4,1.9,3.36,레드와인
11.3,2.1,3.31,레드와인
11.1,2,3.29,레드와인
11.3,2.3,3.47,레드와인
10,2,3.36,레드와인
11.1,1.9,3.16,레드와인
9.3,1.6,3.27,레드와인
9.5,2.1,3.38,레드와인
11.2,2,3.15,레드와인
11.1,1.9,3.16,레드와인
11,2.4,3.34,레드와인
11.9,2.4,3.13,레드와인
9.2,2.1,3.13,레드와인
12.2,2.4,3.2,레드와인
10.2,2.9,3.46,레드와인
10.9,1.9,3.33,레드와인
10.9,1.9,3.33,레드와인
11.6,2.4,3.22,레드와인
10.7,1.7,3.52,레드와인
12.1,5.9,3.3,레드와인
9.4,2.1,3.44,레드와인
9.4,2.1,3.44,레드와인
9.1,2.6,3.15,레드와인
11.3,3.6,3.28,레드와인
10.4,1.4,3.13,레드와인
10.5,1.9,3.32,레드와인
10,1.9,3.25,레드와인
12.9,2.1,3.34,레드와인
10.5,1.9,3.32,레드와인
10.4,1.4,3.13,레드와인
11.3,2,3.45,레드와인
11.4,1.4,3.19,레드와인
9.4,1.6,3.44,레드와인
9.4,1.7,3.16,레드와인
10.9,1.5,3.14,레드와인
9.4,1.7,3.16,레드와인
9.4,2,3.45,레드와인
9.4,2,3.36,레드와인
9.4,2,3.45,레드와인
9.4,2.5,3.15,레드와인
10.1,2,3.39,레드와인
12.8,2.2,3.71,레드와인
12.8,2.2,3.71,레드와인
9.1,1.4,3.12,레드와인
12.9,1.65,3.47,레드와인
11.5,2.2,3.44,레드와인
10.6,1.5,3.26,레드와인
11.7,2.05,3.26,레드와인
12.8,1.8,3.36,레드와인
10.3,1.6,3.25,레드와인
12.8,1.8,3.36,레드와인
11.7,2.05,3.26,레드와인
11.7,2,3.26,레드와인
12,3.6,3.23,레드와인
10.9,2.8,3.18,레드와인
12.3,1.7,3.25,레드와인
10.4,2,3.17,레드와인
10,2.1,3.23,레드와인
10,1.6,3.38,레드와인
11.2,2,3.22,레드와인
11.4,2.2,3.06,레드와인
12.6,2.2,3.27,레드와인
12.7,0.9,2.89,레드와인
12.7,0.9,2.89,레드와인
10.4,1.8,3.53,레드와인
11.9,2.4,3.2,레드와인
11.9,2.4,3.2,레드와인
10.5,2.1,3.35,레드와인
12.3,2.3,3.27,레드와인
10.5,1.8,3.32,레드와인
10.4,2.8,3.33,레드와인
12.6,1.9,3.41,레드와인
11.6,2.2,3.49,레드와인
10.1,2.5,3.37,레드와인
10.5,1.8,3.32,레드와인
11.5,2.1,3.42,레드와인
11,1.8,3.35,레드와인
9.6,4.1,3.36,레드와인
10.4,2.6,3.3,레드와인
9.7,2.5,3.2,레드와인
10.6,2.4,3.17,레드와인
12.5,2.5,3.22,레드와인
9.2,1.8,3.35,레드와인
12.6,6.2,3.24,레드와인
11.1,2.2,3.33,레드와인
10.2,2.2,3.58,레드와인
9.8,1.7,3.38,레드와인
11.1,2.2,3.33,레드와인
10.9,8.9,3.29,레드와인
12.2,3.3,3.36,레드와인
11.4,1.4,3.32,레드와인
10.7,1.7,3.31,레드와인
10.4,1.8,3.49,레드와인
10.9,1.7,3.27,레드와인
10.8,1.8,3.27,레드와인
10.4,1.8,3.49,레드와인
9.2,1.4,3.03,레드와인
12.9,2.4,3.56,레드와인
12.7,2.3,3.38,레드와인
9.1,2,3.13,레드와인
9.1,2,3.13,레드와인
12.1,4,3.21,레드와인
9.1,3.9,3.15,레드와인
11.6,2.4,3.19,레드와인
12.1,4,3.21,레드와인
9.9,1.8,3.14,레드와인
12.5,1.8,3.21,레드와인
11.4,1.9,3.3,레드와인
11.8,2.4,3.22,레드와인
11.8,2,3.28,레드와인
10.2,2.4,3.29,레드와인
12.5,2.4,3.4,레드와인
10.9,2.2,3.02,레드와인
10.9,2.2,3.02,레드와인
10.8,2.8,3.31,레드와인
11.1,1.5,3.18,레드와인
9.2,8.1,3.2,레드와인
9.5,1.8,3.4,레드와인
10.7,2.7,3.31,레드와인
9.2,8.1,3.2,레드와인
10.2,2,3.44,레드와인
11.4,2,3.15,레드와인
11,6.4,3.27,레드와인
11,6.4,3.27,레드와인
12.3,8.3,3.01,레드와인
11.8,1.4,3.16,레드와인
12.3,8.3,3.01,레드와인
9.5,1.8,3.42,레드와인
12,2.4,3.33,레드와인
9.5,1.8,3.42,레드와인
9.6,1.8,3.12,레드와인
11.6,4.7,3.38,레드와인
11.2,1.6,3.29,레드와인
9.9,1.5,3.02,레드와인
9.9,1.5,3.02,레드와인
11.8,1.9,2.98,레드와인
11.4,2,3.35,레드와인
11.5,2,3.43,레드와인
12,2.2,3.33,레드와인
10.8,5.5,3.35,레드와인
10.5,2.5,3.15,레드와인
10.8,5.5,3.35,레드와인
9.4,1.5,3.2,레드와인
12.5,2.1,3.15,레드와인
9.4,1.5,3.2,레드와인
12.4,2.1,3.11,레드와인
12,2.1,3.35,레드와인
11.2,1.7,3.45,레드와인
12,2.1,3.35,레드와인
12.4,2.2,3.28,레드와인
12.8,2.1,3.41,레드와인
12.3,1.9,3.21,레드와인
11.7,2,3.27,레드와인
9.5,3.3,3.36,레드와인
10.8,2.1,3.17,레드와인
10,1.4,3.25,레드와인
12.3,2,3.78,레드와인
11,1.5,3.29,레드와인
9.5,1.6,3.12,레드와인
13.6,4.3,3.49,레드와인
11.3,2.5,3.38,레드와인
11.3,2.5,3.38,레드와인
11.3,2.5,3.38,레드와인
13.3,2.1,3.3,레드와인
12.9,2.5,3.52,레드와인
13.1,2.5,3.2,레드와인
12.3,1.8,3.44,레드와인
12.3,1.4,3.45,레드와인
11.2,1.9,3.12,레드와인
11.5,2.2,3.62,레드와인
11.3,1.7,3.14,레드와인
13.5,1.7,3.39,레드와인
11.5,2.9,3.51,레드와인
10,2.7,3.22,레드와인
10.5,3.3,3.21,레드와인
10.4,1.9,3.18,레드와인
9.5,1.7,3.32,레드와인
13.6,1.8,3.38,레드와인
11.2,5.5,3.37,레드와인
11.8,1.7,3.3,레드와인
11.9,1.7,3.38,레드와인
11.4,2,3.22,레드와인
11.4,2,3.22,레드와인
9.1,3.7,3.14,레드와인
9.5,2,3.34,레드와인
9.5,1.7,3.41,레드와인
11,2.5,3.27,레드와인
11.4,2.4,3.3,레드와인
10,1.8,3.61,레드와인
10.1,2.3,3.43,레드와인
10.4,2.5,3.53,레드와인
9.8,1.8,3.28,레드와인
11.8,6.2,3.21,레드와인
11.6,2,3.39,레드와인
12,2,3.23,레드와인
12.8,2.8,3.3,레드와인
12.5,2.5,3.46,레드와인
9.8,2.2,3.15,레드와인
11.1,2.1,3.23,레드와인
11.4,2.2,3.59,레드와인
9.8,2.2,3.15,레드와인
11.8,1.75,3.33,레드와인
12.9,2.1,3.46,레드와인
10.6,2.8,3.42,레드와인
10.8,2.2,3.16,레드와인
11.1,2.3,3.14,레드와인
10.2,1.4,3.21,레드와인
11.8,2.3,3.14,레드와인
10,1.7,3.29,레드와인
10,1.7,3.29,레드와인
9.4,1.9,3.01,레드와인
10.2,2,2.94,레드와인
12.4,2.5,3.32,레드와인
12,2.8,3.21,레드와인
11.5,2.3,3.32,레드와인
10.5,1.6,3.2,레드와인
10.8,2.2,3.42,레드와인
12.3,2.1,3.27,레드와인
9.5,1.7,3.46,레드와인
9.5,1.7,3.46,레드와인
11.5,2.2,3.61,레드와인
11.2,5.6,3.58,레드와인
12.7,2.4,3.35,레드와인
11.4,2.1,3.68,레드와인
11,2.4,3.27,레드와인
11,2.4,3.27,레드와인
11.4,1.65,3.19,레드와인
10.5,2.5,3.38,레드와인
9.3,1.6,3.29,레드와인
10.9,2.1,3.36,레드와인
11.9,2,3.33,레드와인
12.2,7.8,3.52,레드와인
11.9,2,3.33,레드와인
10.9,2.1,3.36,레드와인
9.6,1.8,3.3,레드와인
12.5,4.6,3.28,레드와인
10.8,2.3,3.56,레드와인
12.4,2.5,3.52,레드와인
10.8,2.3,3.56,레드와인
9.5,1.8,3.22,레드와인
9.5,1.8,3.52,레드와인
9.5,2.3,3.21,레드와인
9.8,1.5,3.16,레드와인
10.9,2,3.15,레드와인
9.5,2.3,3.21,레드와인
9.8,1.5,3.16,레드와인
11.2,1.9,3.27,레드와인
11.7,1.8,3.35,레드와인
9.4,5.8,3.14,레드와인
11,2.1,3.4,레드와인
11,2.1,3.4,레드와인
11,2.1,3.4,레드와인
10,1.7,3.35,레드와인
11,2.1,3.4,레드와인
11.2,2,3.45,레드와인
10.4,2.1,3.35,레드와인
9.3,2.1,3.32,레드와인
10.4,2.1,3.35,레드와인
10.5,1.9,3.15,레드와인
10.4,1.9,3.1,레드와인
11.3,2.1,3.26,레드와인
9.5,2,3.29,레드와인
12,1.9,3.23,레드와인
10.6,1.9,3.24,레드와인
10.9,1.3,3.2,레드와인
11.5,1.8,3.28,레드와인
11.5,1.8,3.28,레드와인
9.6,2.2,3.26,레드와인
12,2.2,3.23,레드와인
10.3,2.5,3.07,레드와인
9.4,2.6,3.15,레드와인
9.2,4.1,3.02,레드와인
9.6,2,3.27,레드와인
13.6,1.8,3.68,레드와인
9.5,2.1,3.4,레드와인
11.8,2.7,3.37,레드와인
10.8,2.6,3.38,레드와인
9.5,2.1,3.4,레드와인
9.3,2.2,3.23,레드와인
12.8,2.2,3.39,레드와인
11.5,12.9,3.3,레드와인
9.4,1.7,3.26,레드와인
12.8,2.2,3.39,레드와인
9.6,2.5,3.38,레드와인
11.8,4.3,3.45,레드와인
9.3,1.7,3.1,레드와인
9.8,2.5,3.16,레드와인
12.2,2,3.22,레드와인
9.5,2.4,3.37,레드와인
10.3,13.4,3.33,레드와인
10.5,1.8,3.49,레드와인
10,1.7,3.12,레드와인
10.5,1.8,3.49,레드와인
11.1,2.2,3.41,레드와인
10.9,2.3,3.4,레드와인
10.9,2.3,3.4,레드와인
9.8,2.2,3.28,레드와인
9.8,1.8,3.45,레드와인
9.5,1.4,3.43,레드와인
10.9,1.9,3.4,레드와인
11,2.4,3.47,레드와인
9.2,1.8,3.1,레드와인
11,4.8,3.32,레드와인
11.3,2.7,3.44,레드와인
11.3,2.7,3.44,레드와인
9.3,1.8,3.02,레드와인
11.2,2,3.59,레드와인
9.8,2.5,3.15,레드와인
9.6,2.2,3.37,레드와인
11.8,1.8,3.38,레드와인
10.3,2.3,3.38,레드와인
10.3,2.3,3.38,레드와인
11.4,2.3,3.1,레드와인
9.5,2,3.47,레드와인
14,1.8,3.5,레드와인
14,1.6,3.7,레드와인
11.7,1.6,3.38,레드와인
11.2,1.9,3.5,레드와인
9.3,2,3.1,레드와인
11.2,2.1,3.24,레드와인
9.5,2.3,3.24,레드와인
12,6.3,3.28,레드와인
9.7,1.9,3.35,레드와인
9.5,2.3,3.24,레드와인
11.5,1.7,3.14,레드와인
10.4,1.9,3.37,레드와인
10.4,1.9,3.37,레드와인
10.9,2,3.33,레드와인
10.2,2.7,3.26,레드와인
10.9,2.3,3.39,레드와인
10.5,1.8,3.15,레드와인
12.4,2.5,3.35,레드와인
13,2.6,3.22,레드와인
10.2,4.5,3.3,레드와인
10.2,4.5,3.3,레드와인
11,1.9,3.36,레드와인
10.9,2.1,3.29,레드와인
12.4,2.4,3.62,레드와인
9.7,1.9,3.34,레드와인
10.9,2.1,3.29,레드와인
9.5,4.3,3.2,레드와인
9.5,4.3,3.2,레드와인
12.1,2.1,3.35,레드와인
12.2,1.4,3.45,레드와인
10.9,2.1,3.5,레드와인
12.5,2.15,3.78,레드와인
11.7,2,3.6,레드와인
11.2,2.1,3.3,레드와인
11.2,1.8,3.36,레드와인
9.2,2.3,3.12,레드와인
9.8,1.9,3.3,레드와인
10.1,2.5,3.29,레드와인
11.1,3.9,3.41,레드와인
10.1,2.5,3.29,레드와인
9.2,1.4,3.28,레드와인
9.8,1.9,3.3,레드와인
12.8,3,3.33,레드와인
10.5,1.9,3.34,레드와인
10.1,2.3,3.4,레드와인
10.1,2.4,3.4,레드와인
9.8,2,3.26,레드와인
12.5,1.2,4.01,레드와인
11.9,2.2,3.18,레드와인
9.8,2,3.26,레드와인
9.1,1.7,2.9,레드와인
10.1,2.6,3.26,레드와인
12.5,1.2,4.01,레드와인
11.4,1.8,3.18,레드와인
11,1.8,3.18,레드와인
10.6,1.7,3.39,레드와인
10.6,1.7,3.39,레드와인
10.6,1.7,3.39,레드와인
10.6,1.7,3.39,레드와인
9.3,1.8,3.34,레드와인
9.8,2.1,3.29,레드와인
9.8,2.1,3.29,레드와인
9.2,3.8,3.26,레드와인
9.7,1.7,3.09,레드와인
9.6,2.2,3.18,레드와인
10,2,3.39,레드와인
12.6,2.4,3.38,레드와인
9.5,1.4,3.36,레드와인
9.5,1.4,3.36,레드와인
9.5,1.4,3.36,레드와인
10.5,1.7,3.36,레드와인
10.5,1.7,3.36,레드와인
10.5,1.7,3.36,레드와인
10.4,1.7,3.37,레드와인
10.5,1.7,3.36,레드와인
11,2.6,3.09,레드와인
10.2,2.3,3.25,레드와인
11.4,2.1,3.52,레드와인
9.5,1.8,3.34,레드와인
9.5,1.8,3.34,레드와인
10.8,2.8,3.41,레드와인
10,2,3.34,레드와인
11.8,2.3,3.32,레드와인
10.3,1.9,3.37,레드와인
10.3,1.9,3.37,레드와인
10,2.3,3.35,레드와인
10.1,1.8,3.36,레드와인
10.1,1.8,3.36,레드와인
11.1,2.5,3.6,레드와인
9.5,5.4,3.28,레드와인
10.03333333,1.4,3.07,레드와인
10.9,2.3,3.24,레드와인
10.1,2.5,3.36,레드와인
10.03333333,1.4,3.07,레드와인
9.8,2,3.29,레드와인
11.8,1.9,3.46,레드와인
9.5,2.2,3.18,레드와인
9.8,1.7,3.24,레드와인
10.5,2.2,3.25,레드와인
9.8,2.1,3.27,레드와인
10.4,1.6,3.33,레드와인
9.2,1.7,3,레드와인
11.6,3.1,3.21,레드와인
9.2,1.7,3,레드와인
9.3,3.8,3.24,레드와인
9.8,1.2,3.32,레드와인
9.9,2,3.26,레드와인
10,1.4,3.11,레드와인
12.2,2.3,3.71,레드와인
9.9,2,3.29,레드와인
10.8,2.6,3.36,레드와인
10.8,2.6,3.36,레드와인
9.6,1.8,3.38,레드와인
9.9,2.1,3.3,레드와인
9.9,2.1,3.3,레드와인
9.5,1.8,3.19,레드와인
9.2,3.4,3.19,레드와인
9.6,1.8,3.3,레드와인
9.6,1.8,3.3,레드와인
10.3,6.1,3.35,레드와인
9.7,2.2,3.1,레드와인
12.5,2.3,3.58,레드와인
11,2.4,3.37,레드와인
9.8,1.3,3.17,레드와인
10.2,2,3.3,레드와인
9.2,3.9,3.32,레드와인
9.55,1.6,3.31,레드와인
9.55,1.6,3.31,레드와인
9.9,2,3.28,레드와인
10.2,2.2,3.52,레드와인
11.1,2.2,3.42,레드와인
9.9,2.1,3.25,레드와인
9.9,2.1,3.25,레드와인
11.9,2,3.44,레드와인
10,1.7,3.23,레드와인
10.7,2.6,3.43,레드와인
11.3,2,3.28,레드와인
10.9,5.1,3.22,레드와인
10.7,2.1,3.54,레드와인
12.4,2.2,3.27,레드와인
10.7,2.1,3.54,레드와인
11.9,1.8,3.5,레드와인
10.6,2.4,3.56,레드와인
10.9,5.1,3.22,레드와인
10.1,2,3.04,레드와인
9.6,2.2,3.2,레드와인
9.4,1.6,3.56,레드와인
9.6,2.2,3.2,레드와인
12.1,2.5,3.35,레드와인
9.8,1.6,3.16,레드와인
9.9,2.2,3.27,레드와인
9.8,1.6,3.16,레드와인
9.4,1.6,3.34,레드와인
11.4,2.1,3.39,레드와인
11,3.9,3.5,레드와인
9.6,1.4,3.26,레드와인
9.6,1.4,3.26,레드와인
12.1,1.8,3.41,레드와인
11.2,2.5,3.3,레드와인
11,1.9,3.31,레드와인
11.3,2.2,3.33,레드와인
10.4,1.8,3.37,레드와인
9.9,2.1,3.26,레드와인
11.7,1.6,3.48,레드와인
10.1,1.8,3.42,레드와인
9,15.4,3.18,레드와인
9,15.4,3.18,레드와인
8.5,1.6,3.15,레드와인
11.1,4.8,3.53,레드와인
10.3,1.7,3.41,레드와인
11.06666667,2.2,3.32,레드와인
11.3,2,3.23,레드와인
9.566666667,5.2,3.16,레드와인
9.8,1.9,3.4,레드와인
11.7,1.75,3.38,레드와인
11.1,2.2,3.32,레드와인
9.6,5.2,3.16,레드와인
9.8,1.9,3.4,레드와인
9.7,1.9,3.4,레드와인
9.7,1.9,3.4,레드와인
11.3,2,3.23,레드와인
11.3,2,3.23,레드와인
11,2.7,3.33,레드와인
11.6,2,3.35,레드와인
9,1.9,3.41,레드와인
10.9,2.2,3.21,레드와인
10.9,1.6,3.5,레드와인
10.55,1.8,3.3,레드와인
9,1.9,3.41,레드와인
10.5,1.7,3.39,레드와인
11.9,1.7,3.32,레드와인
10.4,2.3,3.41,레드와인
10,2.1,3.59,레드와인
10.4,2.3,3.36,레드와인
10.8,2.4,3.34,레드와인
9.7,1.7,3.41,레드와인
9.7,1.7,3.41,레드와인
10,2.1,3.3,레드와인
11,2.3,3.52,레드와인
10,2.1,3.3,레드와인
9.7,2.1,3.31,레드와인
9.7,1.4,2.88,레드와인
12.6,3.75,3.43,레드와인
11.1,2.6,3.38,레드와인
11,1.8,3.38,레드와인
8.8,13.8,3.16,레드와인
13.56666667,2.2,3.54,레드와인
8.8,13.8,3.16,레드와인
13.6,2.2,3.54,레드와인
10.2,5.7,3.4,레드와인
10.6,3,3.39,레드와인
10.1,1.5,3.66,레드와인
10.6,3,3.39,레드와인
10.3,2.1,3.33,레드와인
10.7,1.5,3.35,레드와인
10.9,2,3.53,레드와인
9.7,2.1,3.37,레드와인
10.3,2.1,3.38,레드와인
10.6,1.9,3.52,레드와인
11.4,1.7,3.72,레드와인
10.8,2.1,3.44,레드와인
12.4,1.8,3.39,레드와인
11.4,1.7,3.72,레드와인
11.95,1.6,3.57,레드와인
9.7,1.9,3.26,레드와인
10,1.4,3.42,레드와인
10.6,1.9,3.35,레드와인
9.7,1.9,3.26,레드와인
11.5,2.3,3.45,레드와인
10.8,2.3,3.53,레드와인
11.5,2.3,3.45,레드와인
9.6,1.5,3.26,레드와인
9.4,4.3,3.16,레드와인
9.8,2.4,3.31,레드와인
11,2.5,3.51,레드와인
11.4,2.3,3.36,레드와인
9.95,1.8,3.55,레드와인
10.8,2,3.51,레드와인
11.4,2.3,3.36,레드와인
10.6,2.1,3.38,레드와인
11.1,1.8,3.28,레드와인
9.7,2.2,3.47,레드와인
9.8,2.1,3.44,레드와인
10.4,2.2,3.53,레드와인
10.5,1.8,3.33,레드와인
9.233333333,4.1,3.53,레드와인
9.25,4.1,3.53,레드와인
10.6,2.3,3.42,레드와인
10.3,2,3.38,레드와인
10.5,2.2,3.32,레드와인
10.2,2.6,3.44,레드와인
10.3,2,3.38,레드와인
9.05,1.9,3.39,레드와인
10.6,2.3,3.42,레드와인
10.4,2,3.34,레드와인
10,2,3.39,레드와인
9.7,2.1,3.33,레드와인
9.6,2.2,3.3,레드와인
10.8,1.7,3.29,레드와인
10.1,2.2,3.31,레드와인
10.2,2.1,3.42,레드와인
11.3,2.2,3.42,레드와인
10.2,2.8,3.6,레드와인
9.9,2,3.21,레드와인
9,1.9,3.39,레드와인
11.7,2.4,3.42,레드와인
9.7,2.2,3.36,레드와인
10.3,1.9,3.6,레드와인
10.2,1.9,3.5,레드와인
12,2.5,3.57,레드와인
9.9,1.8,3.46,레드와인
11.6,4.4,3.56,레드와인
10.9,2.2,3.4,레드와인
10.75,1.9,3.3,레드와인
10.4,2.2,3.25,레드와인
11.2,2.3,3.17,레드와인
10.1,1.8,3.36,레드와인
10.2,2,3.36,레드와인
12.1,1.6,3.55,레드와인
10.4,2,3.1,레드와인
11.4,1.8,3.24,레드와인
9.5,2.3,3.45,레드와인
9.4,2.3,3.44,레드와인
11.3,3.7,3.51,레드와인
9.4,2.2,3.41,레드와인
11,2.4,3.54,레드와인
10.55,1.7,3.44,레드와인
9.9,2.2,3.53,레드와인
11,2.4,3.54,레드와인
9.5,6.7,3.22,레드와인
9.9,2,3.21,레드와인
9.9,2,3.21,레드와인
9.9,2,3.21,레드와인
10.1,2,3.29,레드와인
10.1,2,3.29,레드와인
10.1,2,3.29,레드와인
10.9,1.9,3.39,레드와인
11.2,2.1,3.34,레드와인
10.1,2,3.29,레드와인
9.2,1.6,3.34,레드와인
11.5,1.9,3.48,레드와인
12.4,2.2,3.37,레드와인
11.1,2.2,3.44,레드와인
9.5,2.2,3.33,레드와인
12.5,2.4,3.58,레드와인
10.5,13.9,3.39,레드와인
11.8,2.2,3.26,레드와인
10.8,1.6,3.3,레드와인
11.9,5.1,3.54,레드와인
11.3,1.8,3.42,레드와인
11.3,1.7,3.54,레드와인
11.9,2.4,3.36,레드와인
11.3,1.7,3.54,레드와인
11.9,2.6,3.57,레드와인
9.8,2.1,3.33,레드와인
11.6,2.4,3.29,레드와인
11.5,2.6,3.3,레드와인
11.4,2.4,3.34,레드와인
10.9,1.8,3.55,레드와인
12.8,2.5,3.27,레드와인
9.2,7.8,3.29,레드와인
11.6,1.8,3.32,레드와인
11.6,1.7,3.67,레드와인
11,2.3,3.42,레드와인
9.5,1.9,3.42,레드와인
10.5,2,3.45,레드와인
11.2,2.2,3.52,레드와인
11,2.3,3.42,레드와인
10.2,2,3.57,레드와인
11,3.6,3.39,레드와인
8.8,20.7,3,화이트와인
9.5,1.6,3.3,화이트와인
10.1,6.9,3.26,화이트와인
9.9,8.5,3.19,화이트와인
9.9,8.5,3.19,화이트와인
10.1,6.9,3.26,화이트와인
9.6,7,3.18,화이트와인
8.8,20.7,3,화이트와인
9.5,1.6,3.3,화이트와인
11,1.5,3.22,화이트와인
12,1.45,2.99,화이트와인
9.7,4.2,3.14,화이트와인
10.8,1.2,3.18,화이트와인
12.4,1.5,3.54,화이트와인
9.7,19.25,2.98,화이트와인
11.4,1.5,3.25,화이트와인
9.6,1.1,3.24,화이트와인
12.8,1.2,3.33,화이트와인
11.3,1.1,3.12,화이트와인
9.5,7.5,3.22,화이트와인
12.8,1.2,3.33,화이트와인
11,2.9,3.17,화이트와인
10.5,1.7,3.47,화이트와인
9.3,1.5,3.05,화이트와인
10,1.3,3.42,화이트와인
10.4,9,3.25,화이트와인
10,1,3.45,화이트와인
10.5,8.7,3.38,화이트와인
11.6,1.1,3.19,화이트와인
12.3,2,3.1,화이트와인
10,10.4,3.2,화이트와인
10.2,1.1,3.47,화이트와인
10.8,2.05,3.19,화이트와인
9,1.5,3.42,화이트와인
10.2,14.95,3.37,화이트와인
12.8,1.7,3.19,화이트와인
10,5.4,3.24,화이트와인
11.2,1.2,3.13,화이트와인
8.6,17.95,3.21,화이트와인
8.6,17.95,3.21,화이트와인
9.4,2.5,3.11,화이트와인
9.4,2.9,3.1,화이트와인
9.8,7.4,3.13,화이트와인
9.5,1.4,3.22,화이트와인
9.5,1.4,3.24,화이트와인
10,1.4,3.16,화이트와인
9.8,4.4,3.27,화이트와인
9.8,4.4,3.25,화이트와인
9.8,7.4,3.13,화이트와인
9.8,5,3.36,화이트와인
11.7,1.6,3.35,화이트와인
11,1.1,3.34,화이트와인
10.9,1.1,3.32,화이트와인
10.9,1,3.31,화이트와인
9.1,0.9,3.05,화이트와인
11,1.3,3.13,화이트와인
9.6,11.9,3.09,화이트와인
8.9,12.4,3.3,화이트와인
10.2,4.6,3.11,화이트와인
9.9,1.2,3.36,화이트와인
8.6,4.9,3.03,화이트와인
8.9,12.4,3.3,화이트와인
10.5,1.1,3.02,화이트와인
10.2,4.6,3.11,화이트와인
10.3,1.4,3.15,화이트와인
9.1,1.2,3.22,화이트와인
12.6,6.4,3.22,화이트와인
9.8,1.2,3.14,화이트와인
10.7,2.1,3.33,화이트와인
9.5,10.1,3.13,화이트와인
9,7.8,3.1,화이트와인
9.5,4.6,3.32,화이트와인
10,4.8,3.69,화이트와인
9.1,1,2.95,화이트와인
10.7,2.1,3.33,화이트와인
9.5,10.1,3.13,화이트와인
12.7,1.4,3.26,화이트와인
12,1.3,3.31,화이트와인
9.3,8.8,2.94,화이트와인
9,5.4,3.27,화이트와인
10.6,1.4,3.39,화이트와인
9.2,16,3.21,화이트와인
10,6.1,3.17,화이트와인
9.5,8.2,3.33,화이트와인
8.7,11.8,3.11,화이트와인
8.7,11.8,3.12,화이트와인
8.7,11,3.09,화이트와인
9.7,13.3,3.22,화이트와인
